This file is an ordered list of 16bit choices for two additional miller-rabin
bases to use in conjunction with bases 2 and 15, for doing primality testing of
a 64 bit value.
The list is sorted by how many 64 bit values are strong pseudoprimes to all
four of the following bases: base[0]=2, base[1]=15,
base[2]=column1_base_number, and base[3]=column2_base_number.

The roughly 15000 listed base combinations are the best out of the exhaustive
list of all possible combinations of two 16bit base values (approximately 2
billion combinations all evaluated).

total pseudoprimes   base number   base number
10812  7020   55500
10812  8954   12493
10812  9472   15925
10812  11956  53248
10812  12493  52732
10812  13312  20142
10812  13431  20800
10812  15925  37888
10812  18772  19764
10812  20800  59200
10812  22932  41625
10812  27508  34632
10812  27508  42108
10812  28717  41625
10812  40768  50751
10813  13     20453
10813  37     43732
10813  52     20453
10813  148    37908
10813  148    63700
10813  208    20453
10813  468    7184
10813  468    28736
10813  592    63700
10813  832    20142
10813  1300   3700
10813  2548   50751
10813  3328   20453
10813  3700   20800
10813  4693   19764
10813  5733   18759
10813  6877   15392
10813  9472   43732
10813  9477   62179
10813  12493  42011
10813  13312  20453
10813  15925  27750
10813  15925  51409
10813  17908  38220
10813  19773  40293
10813  19980  21853
10813  20453  53248
10813  24037  31265
10813  26901  46800
10813  28860  45253
10813  33300  51597
10813  36517  45066
10813  37888  37908
10813  37888  63700
10813  39325  47138
10813  40768  42382
10814  13     11956
10814  37     63700
10814  52     54238
10814  185    5733
10814  208    26901
10814  449    468
10814  468    1796
10814  925    1300
10814  925    20800
10814  1300   14800
10814  1755   55500
10814  1872   1924
10814  2368   37908
10814  2548   42382
10814  2925   26901
10814  3328   11956
10814  3757   13183
10814  3757   52732
10814  4477   51597
10814  4995   21853
10814  5200   13431
10814  6735   26325
10814  6877   10527
10814  7020   13875
10814  7184   7488
10814  7488   28736
10814  9065   33813
10814  9472   63700
10814  10933  17474
10814  10933  41236
10814  12493  35816
10814  13312  54238
10814  14800  20800
10814  15925  19980
10814  20800  53724
10814  22932  59105
10814  24037  62530
10814  26901  53248
10814  27195  29952
10814  28080  55500
10814  29600  36517
10815  13     35171
10815  52     11956
10815  52     26901
10815  117    7546
10815  117    27195
10815  208    47824
10815  325    13431
10815  333    15925
10815  449    7488
10815  637    25012
10815  637    27195
10815  637    42382
10815  740    5733
10815  832    6253
10815  832    11956
10815  832    26901
10815  999    28717
10815  1755   13875
10815  1796   7488
10815  1872   30784
10815  3328   35171
10815  4477   38220
10815  4693   19980
10815  4995   15925
10815  5200   53724
10815  5733   47360
10815  6877   42108
10815  7546   29952
10815  8646   11700
10815  9477   42108
10815  10527  37908
10815  11700  34584
10815  11956  13312
10815  13183  15028
10815  13183  60112
10815  13875  28080
10815  14430  39325
10815  15028  52732
10815  21853  22875
10815  27508  38367
10815  28717  57720
10815  38961  65533
10815  47824  53248
10816  13     26901
10816  37     37908
10816  117    1924
10816  148    9477
10816  208    2989
10816  325    53724
10816  468    27195
10816  481    1872
10816  637    925
10816  832    25012
10816  832    54238
10816  925    2548
10816  1850   54925
10816  1872   7696
10816  1924   29952
10816  2960   5733
10816  2989   53248
10816  3328   26901
10816  4941   18772
10816  4995   18772
10816  5328   15925
10816  5733   46038
10816  6877   8658
10816  7215   45253
10816  7546   26325
10816  8325   51597
10816  9472   37908
10816  9477   37888
10816  10192  25012
10816  10192  27195
10816  13312  26901
10816  15984  28717
10816  17908  56628
10816  24975  60112
10816  34584  46800
10816  52732  60112
10817  13     47824
10817  52     6253
10817  52     47824
10817  117    30784
10817  185    28717
10817  208    35171
10817  325    4477
10817  325    17908
10817  325    59200
10817  592    37908
10817  832    47824
10817  925    19773
10817  962    6877
10817  2368   9477
10817  2548   16684
10817  2925   34584
10817  2960   28717
10817  3328   47824
10817  3848   63700
10817  4477   5200
10817  5200   17908
10817  6253   13312
10817  6294   24037
10817  7252   42237
10817  7488   27195
10817  10192  42382
10817  11988  26325
10817  13183  49972
10817  13312  47824
10817  19573  19773
10817  28717  32079
10817  28717  47360
10817  29600  54925
10817  29952  30784
10817  35171  53248
10817  40293  42237
10817  42772  65533
10817  44469  51597
10817  48790  51597
10817  58201  61893
10817  61568  63700
10818  13     2989
10818  52     2989
10818  52     25012
10818  52     43643
10818  117    481
10818  117    7696
10818  208    20142
10818  325    3700
10818  481    29952
10818  637    14800
10818  832    2989
10818  925    40768
10818  1813   4693
10818  2548   14800
10818  2989   3328
10818  2989   13312
10818  3757   24975
10818  4477   19773
10818  4578   49972
10818  4693   4941
10818  5733   19573
10818  7381   15925
10818  7696   29952
10818  8646   46800
10818  9250   33813
10818  11700  26901
10818  11700  32132
10818  13312  25012
10818  14800  19773
10818  15028  24975
10818  15925  29524
10818  15925  32634
10818  15925  56277
10818  16684  40768
10818  17474  43732
10818  20142  53248
10818  20453  46800
10818  22021  48373
10818  24037  25176
10818  26325  47952
10818  36517  61795
10818  40768  48543
10818  44469  61893
10818  44955  63700
10818  45325  63700
10818  53465  63700
10819  37     9477
10819  52     35171
10819  52     44955
10819  325    925
10819  325    14800
10819  637    6253
10819  832    44955
10819  925    10192
10819  1872   27195
10819  2548   48543
10819  2925   8646
10819  2925   20453
10819  2997   26325
10819  4693   7252
10819  5200   40293
10819  5733   26973
10819  5733   34603
10819  9472   9477
10819  10693  65533
10819  10933  14762
10819  13312  35171
10819  13312  43643
10819  13312  44955
10819  17908  56355
10819  19573  60112
10819  19764  43732
10819  19980  63700
10819  27195  28717
10819  37908  42108
10819  40845  54925
10819  49972  52732
10819  53248  54238
10820  208    54238
10820  333    63700
10820  592    9477
10820  637    16684
10820  637    48543
10820  740    28717
10820  832    35171
10820  1924   7488
10820  2925   32132
10820  3848   6877
10820  4477   56628
10820  6253   10192
10820  6253   28717
10820  6660   33813
10820  6877   34632
10820  6877   61568
10820  7215   60112
10820  10192  16684
10820  10192  48543
10820  10527  45253
10820  10933  59048
10820  11700  64264
10820  13431  15028
10820  14800  40768
10820  15925  21312
10820  17908  19773
10820  18312  49972
10820  19773  53428
10820  20800  40293
10820  26325  27195
10820  27750  63700
10820  45253  45983
10821  13     20142
10821  37     832
10821  468    1924
10821  592    832
10821  832    9472
10821  832    43643
10821  1332   15925
10821  2548   25012
10821  3270   49972
10821  3328   20142
10821  3700   19773
10821  3757   7215
10821  3757   19573
10821  3757   45325
10821  4212   8325
10821  4329   36517
10821  4693   29008
10821  5200   59200
10821  5328   63700
10821  5733   59105
10821  6253   19773
10821  7488   30784
10821  9555   17908
10821  10192  14800
10821  11700  16066
10821  11700  20142
10821  11700  20453
10821  11840  28717
10821  11988  43875
10821  12493  25435
10821  15925  29970
10821  17797  44835
10821  18772  21312
10821  19773  59200
10821  25012  40768
10821  32132  46800
10821  37908  62179
10821  45325  60112
10822  13     43643
10822  13     54238
10822  208    43643
10822  325    40293
10822  333    18772
10822  468    30784
10822  481    7488
10822  637    3700
10822  832    6907
10822  1300   40293
10822  1813   22932
10822  2548   27195
10822  2723   54925
10822  2997   43875
10822  3328   43643
10822  3328   54238
10822  3700   5200
10822  4578   12493
10822  4995   63700
10822  5328   18772
10822  7488   7696
10822  19573  22932
10822  19773  25012
10822  20142  46800
10822  27195  40768
10822  29970  63700
10822  33300  37908
10822  36517  48951
10822  42237  55500
10822  43643  53248
10822  43875  47952
10822  49972  52320
10823  37     52
10823  37     13312
10823  52     592
10823  52     9472
10823  468    481
10823  468    7696
10823  592    13312
10823  637    59200
10823  925    5200
10823  1332   18772
10823  1813   5733
10823  1813   18772
10823  1872   26940
10823  2548   3700
10823  2925   16066
10823  2997   60112
10823  3270   12493
10823  4477   9555
10823  4941   28717
10823  4941   43732
10823  5200   14800
10823  6877   38367
10823  7252   22932
10823  8325   37908
10823  9472   13312
10823  11700  32269
10823  13357  19773
10823  13431  60112
10823  14157  29524
10823  14157  32269
10823  14762  43732
10823  15925  30487
10823  17316  36517
10823  26325  32269
10823  26640  33813
10823  33813  55313
10823  40358  45253
10823  42108  45253
10823  43568  54925
10824  37     17797
10824  52     6907
10824  52     11988
10824  117    26940
10824  148    832
10824  592    17797
10824  637    1813
10824  637    7252
10824  832    11988
10824  832    37888
10824  1665   33813
10824  2548   59200
10824  2925   20142
10824  2925   64264
10824  2997   15028
10824  6907   13312
10824  8033   11700
10824  8125   35877
10824  9472   17797
10824  9555   16317
10824  11988  12480
10824  11988  13312
10824  12493  18312
10824  12493  52320
10824  15028  45325
10824  16066  46800
10824  18218  19773
10824  22021  24037
10824  22932  26973
10824  22932  34603
10824  25012  28717
10824  25435  49972
10824  26940  29952
10824  33813  45325
10824  47952  60112
10825  148    24037
10825  208    6907
10825  208    44955
10825  333    637
10825  436    49972
10825  481    26325
10825  637    45325
10825  1744   49972
10825  1813   10192
10825  2368   24037
10825  2548   6253
10825  3700   10192
10825  3700   40768
10825  3757   13431
10825  3757   44469
10825  4693   4995
10825  5733   16317
10825  5733   41625
10825  6253   40768
10825  7252   10192
10825  7252   18772
10825  8125   24525
10825  9477   18634
10825  9477   33300
10825  10933  19764
10825  11988  15028
10825  11988  60112
10825  12480  47952
10825  13165  32500
10825  13770  21853
10825  13875  42237
10825  14157  17908
10825  14430  28717
10825  15028  47952
10825  15925  37539
10825  17797  36260
10825  19764  28717
10825  22932  29008
10825  24037  37888
10825  25012  46800
10825  27069  49972
10825  28860  60112
10825  32634  63700
10825  33813  37000
10825  33813  44955
10825  43732  59048
10825  44955  53248
10825  46800  64264
10825  47647  61893
10826  13     44955
10826  52     148
10826  52     37888
10826  109    49972
10826  148    13312
10826  333    4693
10826  637    1332
10826  637    29008
10826  780    11988
10826  832    2368
10826  832    47952
10826  1332   63700
10826  1872   6735
10826  1924   26325
10826  2925   8033
10826  2925   43643
10826  2997   3757
10826  2997   12480
10826  3120   11988
10826  3328   44955
10826  3757   28860
10826  5733   7252
10826  5733   29008
10826  6907   53248
10826  7215   15028
10826  7488   26940
10826  7696   26325
10826  8125   41853
10826  8325   9477
10826  10192  45325
10826  10192  59200
10826  11700  25012
10826  12493  27069
10826  13312  37888
10826  14430  60112
10826  15028  19573
10826  15028  53724
10826  15925  52397
10826  16317  22932
10826  18772  29008
10826  19718  33813
10826  19980  54925
10826  21312  63700
10826  22021  31213
10826  24525  32500
10826  26325  30784
10826  27904  49972
10826  32269  56628
10826  32500  41853
10826  40768  59200
10826  43643  46800
10826  44469  60112
10826  48100  49972
10826  56277  63700
10826  64307  65533
10827  52     47952
10827  117    6735
10827  148    17797
10827  208    45370
10827  325    2220
10827  325    35520
10827  468    26940
10827  592    24037
10827  592    51597
10827  637    5328
10827  780    47952
10827  832    2997
10827  2220   5200
10827  2925   25012
10827  3120   47952
10827  3757   14430
10827  3757   19980
10827  3757   47952
10827  4693   21312
10827  5200   35520
10827  6253   11700
10827  6253   46800
10827  6735   29952
10827  6907   11700
10827  7154   11700
10827  7381   14157
10827  8033   46800
10827  9065   17797
10827  10192  29008
10827  11700  28616
10827  11700  35171
10827  13312  47952
10827  17797  37888
10827  19980  60112
10827  21853  55080
10827  24050  49972
10827  24525  49972
10827  32500  52660
10827  42237  56260
10827  45370  53248
10827  47434  65533
10827  62572  65533
10828  13     6907
10828  13     45370
10828  37     51597
10828  52     2368
10828  52     2997
10828  333    10192
10828  780    2997
10828  832    45370
10828  1053   8325
10828  1300   2220
10828  1300   35520
10828  1332   10192
10828  1468   49972
10828  2220   20800
10828  2368   13312
10828  2548   48172
10828  2925   35171
10828  2997   3120
10828  2997   13312
10828  3328   6907
10828  3328   45370
10828  3757   11988
10828  3757   43595
10828  4212   33300
10828  4693   5328
10828  5200   22021
10828  6907   46800
10828  7381   63700
10828  9472   51597
10828  12493  14800
10828  12493  52982
10828  13080  49972
10828  14800  49972
10828  15028  44469
10828  20800  35520
10828  23488  49972
10828  26973  45253
10828  29524  63700
10828  30487  63700
10828  32500  35877
10828  33813  55601
10828  49972  52982
10828  51409  63700
10828  57720  60112
10829  13     6253
10829  52     20943
10829  52     41886
10829  208    6253
10829  325    8880
10829  325    22021
10829  637    21312
10829  780    22021
10829  832    16066
10829  925    12493
10829  925    49972
10829  1332   4693
10829  1468   12493
10829  1813   2548
10829  2368   17797
10829  2548   45325
10829  2925   6253
10829  2925   6907
10829  3328   6253
10829  5733   65268
10829  6253   53248
10829  6735   7488
10829  6976   49972
10829  7215   51597
10829  8325   16848
10829  8954   60112
10829  9555   65268
10829  12025  49972
10829  12493  23488
10829  14430  15028
10829  15028  19980
10829  15643  65533
10829  19773  52523
10829  21853  35520
10829  27508  35557
10829  35557  42237
10829  40768  48172
10830  13     25012
10830  37     4212
10830  37     24037
10830  52     45370
10830  195    11988
10830  208    25012
10830  325    555
10830  468    6735
10830  592    4212
10830  637    26862
10830  832    64264
10830  1300   1332
10830  1300   8880
10830  1332   20800
10830  1813   40768
10830  2220   21853
10830  3328   25012
10830  3700   12493
10830  3757   57720
10830  4212   9472
10830  4329   22932
10830  4477   14157
10830  4941   10933
10830  4995   54925
10830  5200   8880
10830  5328   10192
10830  5733   35557
10830  6877   35557
10830  8880   20800
10830  9472   24037
10830  10892  54925
10830  11988  49920
10830  12493  13080
10830  12493  24050
10830  12493  48100
10830  13312  20943
10830  13312  41886
10830  13312  45370
10830  15028  28860
10830  16317  38220
10830  18634  37908
10830  22021  42237
10830  25012  53248
10830  29524  56628
10830  35171  46800
10830  36517  64935
10830  42237  63945
10830  43595  60112
10830  45253  49717
10830  48373  55500
10830  52397  63700
10831  52     36571
10831  109    8125
10831  195    47952
10831  208    11988
10831  208    32269
10831  436    12493
10831  555    1300
10831  555    5200
10831  555    20800
10831  832    20943
10831  832    32132
10831  1300   56277
10831  1744   12493
10831  2548   7252
10831  2548   12043
10831  2548   29008
10831  3757   4995
10831  3757   8954
10831  3996   51597
10831  4995   60112
10831  7252   40768
10831  10192  21312
10831  11700  43643
10831  11988  53248
10831  12480  22021
10831  13312  36571
10831  14065  42237
10831  15028  27750
10831  15925  52963
10831  17629  17797
10831  17908  54925
10831  19764  21853
10831  19980  51597
10831  20800  22021
10831  20800  56277
10831  22932  65268
10831  24037  33300
10831  24037  61047
10831  26755  36517
10831  27750  60112
10831  28420  63700
10831  32269  53248
10831  40768  45325
10831  47952  49920
10831  48100  65533
10831  51597  53724
10831  53724  60112
10832  13     10527
10832  13     11988
10832  37     46800
10832  52     16066
10832  52     48490
10832  109    12493
10832  195    2997
10832  208    10527
10832  468    62197
10832  592    46800
10832  832    10527
10832  832    36571
10832  832    41886
10832  832    48490
10832  2997   49920
10832  3328   10527
10832  3328   11988
10832  3700   49972
10832  3757   27750
10832  4477   54925
10832  5733   18814
10832  8125   27904
10832  8325   24037
10832  8880   21853
10832  9472   46800
10832  9477   22021
10832  10192  26862
